AZIMUTH,ELEVATION,EXPOSED,FRONTAL,DRAG_MUL,SRP_X_MUL,SRP_Y_MUL,SRP_Z_MUL,POW_MUL,ABS_MUL,EMI_MUL
-3.141592653589793,-1.5707963267948966,0.5221,0.32202206393591076,0.6048989609923615,0.04996909480291147,2.4147787031042218E-33,0.36900146746109164,0.0,0.21253456219770112,0.2656682027471264
-3.141592653589793,-1.4835298641951802,0.6003000000000001,0.3611102250768444,0.7150349164061189,0.08878208535105413,3.8543100373075365E-18,0.41089181793154306,0.0039045772750950845,0.23868416050547583,0.29762309239276447
-3.141592653589793,-1.3962634015954636,0.6003000000000001,0.3974501193606279,0.8310944194653039,0.13322974704057436,8.452082226934388E-18,0.4463546820576526,0.007779438359478482,0.2630172282303675,0.32731289059555707
-3.141592653589793,-1.3089969389957472,0.6003000000000001,0.43076517824913335,0.9506680448408235,0.18211879116017776,1.3653615587483707E-17,0.4743987833070067,0.01159509322059293,0.2853485760342813,0.3545116400639905
-3.141592653589793,-1.2217304763960306,0.6003000000000001,0.4608018540280368,1.0706490938010689,0.23410985020279132,1.9300864159898113E-17,0.49424873766249305,0.015322502420989963,0.30550824887639344,0.37901234189155614
-3.141592653589793,-1.1344640137963142,0.6003000000000001,0.48733154945802015,1.1874069375801095,0.28775706194994904,2.5222239153950426E-17,0.505368029374011,0.018933298125983336,0.32334281947363175,0.4006285309434178
-3.141592653589793,-1.0471975511965979,0.6003000000000001,0.510152357537793,1.2969998418255333,0.34155098250974025,3.123782258680671E-17,0.507474805737153,0.022399999999999996,0.3387165559749433,0.41919569496867926
-3.141592653589793,-0.9599310885968813,0.6003000000000001,0.5290905981382878,1.3954130317948552,0.3939635321707094,3.7164833999891735E-17,0.5005500148409349,0.025696224348526867,0.35151245496263733,0.4345725266379478
-3.141592653589793,-0.8726646259971648,0.6003000000000001,0.5440021398133121,1.4788060071116733,0.44349361539995746,4.282318415063136E-17,0.4848376422668935,0.028796884913956964,0.3616331319190422,0.4466419989774358
-3.141592653589793,-0.7853981633974483,0.6003000000000001,0.5547734967268844,1.5437524520382622,0.4887120350089522,4.804094693295872E-17,0.4608370421517997,0.03167838379715733,0.3690015623814879,0.45531225601489295
-3.141592653589793,-0.6981317007977318,0.6003000000000001,0.5613226923489691,1.587456557789739,0.5283043410887752,5.265958326504816E-17,0.42928759757571244,0.03431879105173022,0.3735616681449753,0.46051731185901956
-3.141592653589793,-0.6108652381980153,0.6003000000000001,0.5635998833463695,1.6079311455970693,0.5611103171590938,5.65387582190919E-17,0.3911461776326222,0.03669801158414683,0.37527874405117706,0.46221755289194383
-3.141592653589793,-0.5235987755982989,0.6003000000000001,0.5615877389205901,1.6041255461488908,0.5861589072098712,5.956060502706854E-17,0.34755807672631983,0.03879793808954285,0.3741397221156484,0.4604000392527712
-3.141592653589793,-0.4363323129985824,0.6003000000000001,0.555301572705677,1.5759945780501847,0.6026975248729561,6.163330640284603E-17,0.29982231898522804,0.040602588859241916,0.3701532709830786,0.4550786033177405
-3.141592653589793,-0.3490658503988659,0.6003000000000001,0.5447892262222168,1.524503944491808,0.6102148556699164,6.269388436395882E-17,0.24935238121548692,0.0420982294112087,0.36334972995367193,0.4462937444274882
-3.141592653589793,-0.26179938779914946,0.6003000000000001,0.5301307047744769,1.4515716627182023,0.6084564599938275,6.271011378573687E-17,0.19763352633554884,0.043273477017750264,0.35378087808275227,0.4341123206626121
-3.141592653589793,-0.17453292519943295,0.6003000000000001,0.5114375685617314,1.3599494626733515,0.5974327022267787,6.168150154541189E-17,0.14617804155408667,0.04411938733494693,0.341519540110888,0.41862704001330747
-3.141592653589793,-0.08726646259971647,0.6003000000000001,0.4888520836377843,1.2530521451594019,0.5774187635632184,5.963930150540333E-17,0.09647973856237467,0.0446295224745102,0.32665903222364356,0.39995575481558376
-3.141592653589793,0.0,0.5474,0.462546139180395,1.1347463999699365,0.5489467356552142,5.664556488052368E-17,0.04996909480291146,0.0448,0.3093124518590607,0.3782405648238259
-3.141592653589793,0.08726646259971647,0.5418142857142858,0.43305157271277733,1.0044930601612747,0.512325919822963,5.2831713675466086E-17,0.00843024318549824,0.0446295224745102,0.289830695013139,0.3539203333024531
-3.141592653589793,0.17453292519943295,0.5343666666666668,0.39957050963681817,0.8715085957043853,0.46819990265952854,4.8189868172911867E-17,-0.0274486420909463,0.04411938733494693,0.2676872812204453,0.326336716400254
-3.141592653589793,0.26179938779914946,0.5260727272727274,0.36342243942323293,0.7422693939622755,0.4190173403451064,4.298989347960182E-17,-0.05663226500442006,0.043273477017750264,0.24375342295093125,0.2965780017478359
-3.141592653589793,0.3490658503988659,0.5213333333333334,0.3276548011071517,0.6246700371897647,0.36921830391562377,3.770623797822451E-17,-0.07901962389185917,0.0420982294112087,0.22004100937772894,0.26715784370755946
-3.141592653589793,0.4363323129985824,0.498525,0.2810357689462661,0.5025467470291738,0.30735516753655345,3.119235476540831E-17,-0.09144748305664976,0.040602588859241916,0.18913784050186735,0.22880931521622633
-3.141592653589793,0.5235987755982989,0.4803714285714286,0.2376881766405742,0.39998655687507934,0.25042487014408826,2.5208619468266473E-17,-0.09674682797099238,0.03879793808954285,0.16036601101083786,0.19318290037175798
-3.141592653589793,0.6108652381980153,0.45616666666666666,0.19332990336905786,0.3095405662006069,0.19468699677920795,1.9394313210646933E-17,-0.09408271135837787,0.03669801158414683,0.1309005572661514,0.1567448194106617
